Date;Time;CO(GT);NMHC(GT);C6H6(GT);NOx(GT);NO2(GT);T;RH;AH
03/09/2004;05.00.00;-200;-200;3,3;-200;-200;23,1;55,0;1,5357
03/09/2004;06.00.00;-200;-200;5,1;-200;-200;22,9;56,2;1,5522
03/09/2004;07.00.00;-200;-200;18,0;-200;-200;22,0;59,3;1,5523
03/09/2004;08.00.00;-200;-200;34,5;-200;-200;23,7;54,0;1,5627
03/09/2004;09.00.00;-200;-200;20,0;-200;-200;26,7;45,7;1,5747
03/09/2004;10.00.00;-200;-200;18,9;-200;-200;31,4;34,5;1,5599
03/09/2004;11.00.00;-200;-200;17,0;-200;-200;34,5;28,5;1,5324
03/09/2004;12.00.00;-200;-200;13,4;-200;-200;36,4;23,6;1,4064
03/09/2004;13.00.00;-200;-200;11,2;-200;-200;35,1;23,2;1,2884
03/09/2004;14.00.00;-200;-200;11,6;-200;-200;35,7;22,2;1,2765
03/09/2004;15.00.00;-200;-200;13,5;-200;-200;37,6;19,6;1,2534
03/09/2004;16.00.00;-200;-200;13,9;-200;-200;38,8;17,6;1,1979
03/09/2004;17.00.00;4,6;-200;21,9;-200;-200;39,3;16,0;1,1138
03/09/2004;18.00.00;4,3;-200;23,2;-200;-200;37,0;23,6;1,4639
03/09/2004;19.00.00;4,9;-200;24,5;-200;-200;33,2;30,1;1,5095
03/09/2004;20.00.00;4;-200;16,3;-200;-200;31,0;33,1;1,4620
03/09/2004;21.00.00;2,6;-200;13,1;-200;-200;29,5;33,4;1,3562
03/09/2004;22.00.00;1,3;-200;8,1;-200;-200;29,1;36,7;1,4502
03/09/2004;23.00.00;1,5;-200;8,1;-200;-200;27,8;40,7;1,5002
04/09/2004;00.00.00;2,2;-200;11,4;-200;-200;26,0;45,3;1,4999
04/09/2004;01.00.00;1,2;-200;6,7;-200;-200;25,8;45,4;1,4870
04/09/2004;02.00.00;0,9;-200;6,2;-200;-200;25,4;45,9;1,4684
04/09/2004;03.00.00;0,8;-200;4,5;-200;-200;25,2;46,4;1,4640
04/09/2004;04.00.00;0,8;-200;4,7;-200;-200;23,0;52,7;1,4568
04/09/2004;05.00.00;0,8;-200;4,6;-200;-200;22,1;54,5;1,4337
04/09/2004;06.00.00;1;-200;5,3;-200;-200;22,5;53,6;1,4422
04/09/2004;07.00.00;1,7;-200;9,1;-200;-200;22,0;55,4;1,4436
04/09/2004;08.00.00;1,9;-200;11,0;-200;-200;23,4;51,6;1,4639
04/09/2004;09.00.00;2;-200;10,3;-200;-200;26,7;43,0;1,4808
04/09/2004;10.00.00;2,2;-200;11,2;-200;-200;31,3;32,9;1,4771
04/09/2004;11.00.00;2,3;-200;12,9;-200;-200;34,8;27,1;1,4837
04/09/2004;12.00.00;2,3;-200;13,2;-200;-200;38,3;21,5;1,4263
04/09/2004;13.00.00;1,8;-200;9,8;-200;-200;37,1;21,2;1,3107
04/09/2004;14.00.00;1,4;-200;7,9;-200;-200;37,3;20,3;1,2771
04/09/2004;15.00.00;1,6;-200;8,3;-200;-200;38,3;19,3;1,2736
04/09/2004;16.00.00;2,3;-200;11,9;-200;-200;40,7;17,0;1,2793
04/09/2004;17.00.00;2,4;-200;12,3;-200;-200;39,5;18,5;1,3076
04/09/2004;18.00.00;2,1;-200;10,0;-200;-200;36,6;22,6;1,3664
04/09/2004;19.00.00;1,8;-200;9,1;-200;-200;32,8;28,2;1,3842
04/09/2004;20.00.00;1,7;-200;7,8;-200;-200;30,7;30,7;1,3338
04/09/2004;21.00.00;1,9;-200;10,3;-200;-200;30,1;28,7;1,2052
04/09/2004;22.00.00;1,6;-200;8,0;-200;-200;29,7;25,4;1,0440
04/09/2004;23.00.00;2,6;-200;13,3;-200;-200;29,6;24,3;0,9889
05/09/2004;00.00.00;5,8;-200;30,3;-200;-200;28,0;29,1;1,0846
05/09/2004;01.00.00;3;-200;18,5;-200;-200;27,2;33,3;1,1788
05/09/2004;02.00.00;1,5;-200;7,3;-200;-200;27,5;30,9;1,1155
05/09/2004;03.00.00;0,9;-200;4,2;-200;-200;27,1;33,3;1,1762
05/09/2004;04.00.00;1,1;-200;5,1;-200;-200;26,4;35,1;1,1919
05/09/2004;05.00.00;0,9;-200;4,4;-200;-200;25,6;37,6;1,2131
05/09/2004;06.00.00;0,7;-200;2,2;-200;-200;25,4;38,6;1,2352
05/09/2004;07.00.00;0,6;-200;2,9;-200;-200;25,5;38,2;1,2296
05/09/2004;08.00.00;0,7;-200;2,5;-200;-200;27,0;34,3;1,2089
05/09/2004;09.00.00;0,8;-200;2,8;-200;-200;29,9;29,6;1,2296
05/09/2004;10.00.00;0,9;-200;3,0;-200;-200;31,9;26,8;1,2477
05/09/2004;11.00.00;1;-200;2,7;-200;-200;33,0;23,5;1,1583
05/09/2004;12.00.00;0,9;-200;3,0;-200;-200;34,5;19,3;1,0369
05/09/2004;13.00.00;0,7;-200;2,4;-200;-200;33,2;19,0;0,9533
05/09/2004;14.00.00;0,6;-200;2,2;-200;-200;32,2;20,5;0,9699
05/09/2004;15.00.00;0,6;-200;1,9;-200;-200;32,6;17,5;0,8467
05/09/2004;16.00.00;0,8;-200;2,7;-200;-200;33,0;17,5;0,8683
05/09/2004;17.00.00;0,9;-200;3,4;-200;-200;32,9;17,5;0,8622
05/09/2004;18.00.00;1,1;-200;4,3;-200;-200;31,6;18,0;0,8243
05/09/2004;19.00.00;1,7;-200;7,0;-200;-200;29,3;20,4;0,8162
05/09/2004;20.00.00;1,5;-200;5,5;-200;-200;27,8;24,4;0,9002
05/09/2004;21.00.00;1,6;-200;7,0;-200;-200;27,1;26,9;0,9524
05/09/2004;22.00.00;1,7;-200;6,7;-200;-200;26,3;29,5;0,9959
05/09/2004;23.00.00;1,3;-200;5,1;-200;-200;25,9;32,9;1,0826
06/09/2004;00.00.00;1,3;-200;4,1;-200;-200;25,3;36,9;1,1764
06/09/2004;01.00.00;1;-200;3,2;-200;-200;24,8;40,1;1,2378
06/09/2004;02.00.00;0,6;-200;1,7;-200;-200;24,3;42,9;1,2906
06/09/2004;03.00.00;0,5;-200;1,0;-200;-200;24,0;45,5;1,3404
06/09/2004;04.00.00;-200;-200;1,0;-200;-200;23,9;47,4;1,3881
06/09/2004;05.00.00;0,4;-200;1,9;-200;-200;23,5;49,1;1,3991
06/09/2004;06.00.00;0,7;-200;3,1;-200;-200;23,7;49,2;1,4195
06/09/2004;07.00.00;1,8;-200;7,8;-200;-200;23,6;49,6;1,4247
06/09/2004;08.00.00;1,9;-200;8,5;-200;-200;24,3;45,4;1,3650
06/09/2004;09.00.00;1,7;-200;8,0;-200;-200;26,3;38,3;1,2932
06/09/2004;10.00.00;1,3;-200;5,7;-200;-200;27,6;34,2;1,2464
06/09/2004;11.00.00;1,4;-200;6,6;-200;-200;29,2;29,1;1,1586
06/09/2004;12.00.00;1,3;-200;5,3;-200;-200;29,2;28,6;1,1423
06/09/2004;13.00.00;1,4;-200;6,0;-200;-200;29,4;28,3;1,1434
06/09/2004;14.00.00;1,2;-200;5,4;-200;-200;29,8;28,0;1,1558
06/09/2004;15.00.00;1,3;-200;6,1;-200;-200;30,1;26,7;1,1217
06/09/2004;16.00.00;1,5;-200;6,7;-200;-200;30,1;27,2;1,1406
06/09/2004;17.00.00;2,3;-200;11,7;-200;-200;29,6;27,5;1,1229
06/09/2004;18.00.00;2,6;-200;13,5;-200;-200;29,6;27,7;1,1278
06/09/2004;19.00.00;2,9;-200;13,5;-200;-200;28,0;30,1;1,1226
06/09/2004;20.00.00;1,8;-200;8,5;-200;-200;26,8;33,8;1,1723
06/09/2004;21.00.00;1,3;-200;5,5;-200;-200;25,7;35,8;1,1600
06/09/2004;22.00.00;1,3;-200;5,8;-200;-200;25,4;35,2;1,1255
06/09/2004;23.00.00;1,2;-200;4,8;-200;-200;25,0;37,3;1,1614
07/09/2004;00.00.00;1,2;-200;5,2;-200;-200;24,6;40,5;1,2362
07/09/2004;01.00.00;0,8;-200;3,0;-200;-200;24,2;43,8;1,3057
07/09/2004;02.00.00;0,6;-200;2,7;-200;-200;24,0;43,7;1,2876
07/09/2004;03.00.00;0,6;-200;3,6;-200;-200;21,9;48,3;1,2522
07/09/2004;04.00.00;0,6;-200;4,4;-200;-200;22,4;47,2;1,2593
07/09/2004;05.00.00;0,7;-200;4,0;-200;-200;22,9;46,5;1,2861
07/09/2004;06.00.00;1,3;-200;7,7;169;64;23,1;47,0;1,3122
07/09/2004;07.00.00;2,5;-200;13,9;231;72;23,7;46,2;1,3376
07/09/2004;08.00.00;3,4;-200;22,0;232;73;25,8;41,9;1,3688
07/09/2004;09.00.00;2,1;-200;10,2;145;64;27,3;38,3;1,3669
07/09/2004;10.00.00;2,2;-200;10,4;170;74;31,0;29,1;1,2885
07/09/2004;11.00.00;1,7;-200;8,0;214;89;31,6;25,5;1,1638
07/09/2004;12.00.00;2,1;-200;10,1;-200;-200;32,5;21,2;1,0173
07/09/2004;13.00.00;2,2;-200;10,7;-200;-200;31,7;20,5;0,9428
07/09/2004;14.00.00;1,4;-200;7,9;-200;-200;31,5;21,5;0,9768
07/09/2004;15.00.00;1,4;-200;7,1;-200;-200;31,6;20,8;0,9562
07/09/2004;16.00.00;1,6;-200;9,0;-200;-200;32,4;19,4;0,9279
07/09/2004;17.00.00;2,3;-200;11,2;-200;-200;31,7;20,3;0,9336
07/09/2004;18.00.00;3,3;-200;16,0;-200;-200;31,1;21,0;0,9337
07/09/2004;19.00.00;4,1;-200;19,9;-200;-200;28,9;25,4;0,9933
07/09/2004;20.00.00;3,3;-200;15,3;-200;-200;27,4;30,8;1,1112
07/09/2004;21.00.00;2,2;-200;11,1;-200;-200;26,3;34,1;1,1453
07/09/2004;22.00.00;-200;-200;10,0;-200;-200;25,4;35,2;1,1288
07/09/2004;23.00.00;-200;-200;-200,0;-200;-200;-200;-200;-200
08/09/2004;00.00.00;-200;-200;-200,0;-200;-200;-200;-200;-200
08/09/2004;01.00.00;-200;-200;-200,0;-200;-200;-200;-200;-200
08/09/2004;02.00.00;-200;-200;-200,0;-200;-200;-200;-200;-200
08/09/2004;03.00.00;-200;-200;-200,0;-200;-200;-200;-200;-200
08/09/2004;04.00.00;-200;-200;-200,0;-200;-200;-200;-200;-200
08/09/2004;05.00.00;-200;-200;-200,0;-200;-200;-200;-200;-200
08/09/2004;06.00.00;-200;-200;-200,0;-200;-200;-200;-200;-200
08/09/2004;07.00.00;-200;-200;-200,0;-200;-200;-200;-200;-200
08/09/2004;08.00.00;-200;-200;-200,0;-200;-200;-200;-200;-200
08/09/2004;09.00.00;-200;-200;34,5;-200;-200;22,7;33,0;0,8987
08/09/2004;10.00.00;-200;-200;-200,0;-200;-200;-200;-200;-200
08/09/2004;11.00.00;-200;-200;-200,0;-200;-200;-200;-200;-200
08/09/2004;12.00.00;-200;-200;-200,0;-200;-200;-200;-200;-200
08/09/2004;13.00.00;-200;-200;-200,0;-200;-200;-200;-200;-200
08/09/2004;14.00.00;-200;-200;-200,0;-200;-200;-200;-200;-200
08/09/2004;15.00.00;-200;-200;-200,0;-200;-200;-200;-200;-200
08/09/2004;16.00.00;-200;-200;-200,0;-200;-200;-200;-200;-200
08/09/2004;17.00.00;3,4;-200;-200,0;-200;-200;-200;-200;-200
08/09/2004;18.00.00;4;-200;18,9;477;188;32,4;19,8;0,9484
08/09/2004;19.00.00;4,7;-200;24,1;502;176;29,9;22,3;0,9235
08/09/2004;20.00.00;3,8;-200;18,1;420;163;28,2;24,8;0,9360
08/09/2004;21.00.00;2,8;-200;15,8;344;155;26,8;28,9;1,0019
08/09/2004;22.00.00;2,6;-200;14,6;307;146;25,1;32,3;1,0131
08/09/2004;23.00.00;2;-200;10,6;251;131;25,4;30,5;0,9722
09/09/2004;00.00.00;1,4;-200;7,5;180;119;24,9;28,3;0,8775
09/09/2004;01.00.00;1,2;-200;7,4;141;98;23,2;30,5;0,8558
09/09/2004;02.00.00;0,6;-200;3,8;105;89;22,3;33,6;0,8959
09/09/2004;03.00.00;0,3;-200;2,3;-200;-200;23,0;33,0;0,9184
09/09/2004;04.00.00;0,2;-200;2,3;74;68;21,4;35,7;0,8982
09/09/2004;05.00.00;0,4;-200;2,7;91;65;21,7;33,4;0,8545
09/09/2004;06.00.00;0,6;-200;4,9;143;81;20,3;35,5;0,8342
09/09/2004;07.00.00;3;-200;18,2;553;136;19,7;37,5;0,8501
09/09/2004;08.00.00;3,2;-200;21,4;542;130;21,0;35,6;0,8736
09/09/2004;09.00.00;3,5;-200;21,3;590;157;25,0;28,9;0,9025
09/09/2004;10.00.00;3,1;-200;19,9;590;171;31,0;21,9;0,9708
09/09/2004;11.00.00;2,2;-200;14,8;387;143;34,9;18,5;1,0189
09/09/2004;12.00.00;1,7;-200;12,6;252;116;37,1;15,0;0,9297
09/09/2004;13.00.00;2;-200;13,0;310;129;35,0;17,3;0,9542
09/09/2004;14.00.00;2,5;-200;16,2;396;168;35,1;17,5;0,9733
09/09/2004;15.00.00;2,4;-200;15,0;329;152;35,4;16,6;0,9385
09/09/2004;16.00.00;2,9;-200;16,2;393;175;38,4;13,8;0,9221
09/09/2004;17.00.00;4,2;-200;22,7;522;212;37,6;14,5;0,9277
09/09/2004;18.00.00;5,4;-200;32,3;631;220;35,2;16,6;0,9242
09/09/2004;19.00.00;4,3;-200;22,3;435;175;31,2;25,5;1,1379
09/09/2004;20.00.00;3,6;-200;16,6;407;165;29,3;30,7;1,2290
09/09/2004;21.00.00;2;-200;11,0;255;136;28,3;30,1;1,1392
09/09/2004;22.00.00;1,5;-200;11,3;180;111;27,4;31,5;1,1330
09/09/2004;23.00.00;1,5;-200;9,3;186;114;26,2;35,7;1,1929
10/09/2004;00.00.00;1,2;-200;7,3;147;96;25,2;38,1;1,2049
10/09/2004;01.00.00;1;-200;5,5;101;75;24,4;39,1;1,1784
10/09/2004;02.00.00;0,5;-200;3,5;69;58;23,7;39,1;1,1289
10/09/2004;03.00.00;0,5;-200;2,8;-200;-200;24,2;38,5;1,1491
10/09/2004;04.00.00;0,4;-200;2,9;49;41;24,5;38,5;1,1688
10/09/2004;05.00.00;0,5;-200;3,6;91;55;22,4;43,5;1,1624
10/09/2004;06.00.00;0,7;-200;5,5;144;73;22,3;43,8;1,1631
10/09/2004;07.00.00;2,4;-200;15,5;430;108;21,4;45,8;1,1515
10/09/2004;08.00.00;4,1;-200;28,3;606;147;22,9;41,3;1,1383
10/09/2004;09.00.00;3;-200;17,8;519;150;26,6;30,3;1,0378
10/09/2004;10.00.00;2;-200;12,8;353;131;30,3;23,0;0,9770
10/09/2004;11.00.00;2,5;-200;15,7;429;144;32,8;18,9;0,9234
10/09/2004;12.00.00;2,4;-200;15,4;345;151;34,3;17,7;0,9416
10/09/2004;13.00.00;2,6;-200;15,6;417;165;33,3;18,9;0,9536
10/09/2004;14.00.00;1,9;-200;12,6;276;135;33,0;20,1;0,9959
10/09/2004;15.00.00;2,1;-200;12,2;280;143;33,6;19,6;1,0029
10/09/2004;16.00.00;2,5;-200;13,4;365;153;34,9;18,4;1,0106
10/09/2004;17.00.00;2,7;-200;14,3;363;149;33,4;20,3;1,0270
10/09/2004;18.00.00;3,3;-200;16,5;393;164;31,6;22,7;1,0410
10/09/2004;19.00.00;3,2;-200;17,4;385;180;29,2;26,9;1,0709
10/09/2004;20.00.00;2,6;-200;12,9;307;159;27,7;30,1;1,0991
10/09/2004;21.00.00;1,4;-200;8,2;194;119;27,1;31,0;1,0991
10/09/2004;22.00.00;1,6;-200;9,2;205;127;26,0;33,4;1,1071
10/09/2004;23.00.00;1,7;-200;9,3;223;131;25,1;35,7;1,1222
11/09/2004;00.00.00;1,6;-200;10,4;176;101;24,3;38,5;1,1525
11/09/2004;01.00.00;-200;-200;6,2;-200;-200;23,4;40,7;1,1551
11/09/2004;02.00.00;-200;-200;4,2;-200;-200;23,2;41,2;1,1561
11/09/2004;03.00.00;-200;-200;3,1;-200;-200;23,6;40,5;1,1667
11/09/2004;04.00.00;-200;-200;2,3;-200;-200;23,5;40,9;1,1677
11/09/2004;05.00.00;-200;-200;3,1;-200;-200;20,5;48,4;1,1557
11/09/2004;06.00.00;-200;-200;4,0;-200;-200;20,7;48,4;1,1663
11/09/2004;07.00.00;-200;-200;10,8;-200;-200;19,9;50,8;1,1694
11/09/2004;08.00.00;-200;-200;13,0;-200;-200;21,3;47,2;1,1825
11/09/2004;09.00.00;-200;-200;10,3;-200;-200;24,0;40,8;1,1993
11/09/2004;10.00.00;-200;-200;16,3;-200;-200;28,7;30,3;1,1769
11/09/2004;11.00.00;-200;-200;12,7;-200;-200;31,9;24,7;1,1477
11/09/2004;12.00.00;-200;-200;9,7;-200;-200;33,8;21,9;1,1331
11/09/2004;13.00.00;-200;-200;9,1;-200;-200;32,7;22,7;1,1044
11/09/2004;14.00.00;-200;-200;7,0;-200;-200;33,0;21,3;1,0512
11/09/2004;15.00.00;-200;-200;7,0;-200;-200;33,9;21,2;1,0989
11/09/2004;16.00.00;-200;-200;9,5;-200;-200;35,9;20,3;1,1845
11/09/2004;17.00.00;-200;-200;9,8;-200;-200;34,2;22,6;1,1970
11/09/2004;18.00.00;-200;-200;11,7;-200;-200;32,0;27,3;1,2752
11/09/2004;19.00.00;-200;-200;13,9;-200;-200;29,3;32,6;1,3105
11/09/2004;20.00.00;-200;-200;8,7;-200;-200;27,2;38,0;1,3470
11/09/2004;21.00.00;-200;-200;10,9;-200;-200;26,1;41,1;1,3705
11/09/2004;22.00.00;-200;-200;12,3;-200;-200;25,3;44,6;1,4161
11/09/2004;23.00.00;-200;-200;12,4;-200;-200;24,6;47,2;1,4424
12/09/2004;00.00.00;-200;-200;12,1;-200;-200;24,1;48,8;1,4412
12/09/2004;01.00.00;-200;-200;8,0;-200;-200;23,6;50,4;1,4470
12/09/2004;02.00.00;-200;-200;8,4;-200;-200;22,0;55,8;1,4585
12/09/2004;03.00.00;-200;-200;4,9;-200;-200;22,4;53,6;1,4379
12/09/2004;04.00.00;-200;-200;4,2;-200;-200;21,6;55,8;1,4228
12/09/2004;05.00.00;-200;-200;2,3;-200;-200;21,8;55,2;1,4184
12/09/2004;06.00.00;-200;-200;2,5;-200;-200;21,7;55,4;1,4192
12/09/2004;07.00.00;-200;-200;4,9;-200;-200;20,6;59,8;1,4350
12/09/2004;08.00.00;-200;-200;6,6;-200;-200;22,1;55,3;1,4495
12/09/2004;09.00.00;-200;-200;6,5;-200;-200;24,8;48,2;1,4883
12/09/2004;10.00.00;-200;-200;6,4;-200;-200;27,9;43,4;1,6017
12/09/2004;11.00.00;-200;-200;5,6;-200;-200;30,1;38,5;1,6212
12/09/2004;12.00.00;-200;-200;6,4;-200;-200;28,2;48,6;1,8253
12/09/2004;13.00.00;-200;-200;7,6;-200;-200;24,8;70,4;2,1766
12/09/2004;14.00.00;-200;-200;3,5;-200;-200;27,8;49,4;1,8209
12/09/2004;15.00.00;-200;-200;3,3;-200;-200;25,4;59,9;1,9168
12/09/2004;16.00.00;-200;-200;6,6;-200;-200;26,1;66,8;2,2310
12/09/2004;17.00.00;-200;-200;8,3;-200;-200;28,0;53,2;1,9810
12/09/2004;18.00.00;-200;-200;8,0;-200;-200;27,4;51,4;1,8404
12/09/2004;19.00.00;-200;-200;12,6;-200;-200;25,7;55,8;1,8149
12/09/2004;20.00.00;-200;-200;17,5;-200;-200;24,6;60,3;1,8363
12/09/2004;21.00.00;-200;-200;14,8;-200;-200;24,2;61,6;1,8381
12/09/2004;22.00.00;-200;-200;23,3;-200;-200;23,8;63,5;1,8495
12/09/2004;23.00.00;-200;-200;12,2;-200;-200;23,0;64,8;1,8020
13/09/2004;00.00.00;-200;-200;7,2;-200;-200;23,0;63,3;1,7589
13/09/2004;01.00.00;-200;-200;4,6;-200;-200;22,8;63,3;1,7355
13/09/2004;02.00.00;-200;-200;3,8;-200;-200;21,0;68,6;1,6873
13/09/2004;03.00.00;-200;-200;3,7;-200;-200;20,4;70,7;1,6734
13/09/2004;04.00.00;-200;-200;4,0;-200;-200;19,4;73,4;1,6417
13/09/2004;05.00.00;-200;-200;5,5;-200;-200;19,5;72,0;1,6118
13/09/2004;06.00.00;-200;-200;8,3;-200;-200;19,7;70,3;1,5925
13/09/2004;07.00.00;-200;-200;28,2;-200;-200;20,4;66,7;1,5770
13/09/2004;08.00.00;-200;-200;32,1;-200;-200;21,8;61,8;1,5966
13/09/2004;09.00.00;-200;-200;17,7;-200;-200;23,0;60,2;1,6652
13/09/2004;10.00.00;3,1;-200;18,4;475;138;25,4;53,0;1,6963
13/09/2004;11.00.00;2,9;-200;16,3;395;138;30,0;41,6;1,7324
13/09/2004;12.00.00;3;-200;18,2;353;138;32,6;34,8;1,6872
13/09/2004;13.00.00;3;-200;17,9;397;137;32,2;34,2;1,6145
13/09/2004;14.00.00;2,2;-200;12,6;274;120;32,1;33,5;1,5690
13/09/2004;15.00.00;2;-200;11,3;505;208;32,6;31,8;1,5361
13/09/2004;16.00.00;2,3;-200;14,9;275;128;35,2;25,2;1,4111
13/09/2004;17.00.00;3,1;-200;18,5;360;145;34,3;24,7;1,3154
13/09/2004;18.00.00;-200;-200;25,2;-200;-200;31,5;29,9;1,3638
13/09/2004;19.00.00;6,2;-200;35,9;597;168;29,0;36,6;1,4452
13/09/2004;20.00.00;4,7;-200;26,7;728;177;27,1;42,2;1,4949
13/09/2004;21.00.00;3;-200;19,9;891;172;26,1;46,4;1,5445
13/09/2004;22.00.00;2,1;-200;14,6;346;112;25,1;49,4;1,5480
13/09/2004;23.00.00;1;-200;6,9;98;39;26,0;46,4;1,5375
14/09/2004;00.00.00;0,8;-200;5,6;144;68;24,7;49,2;1,5116
14/09/2004;01.00.00;0,7;-200;3,9;110;51;24,8;49,0;1,5092
14/09/2004;02.00.00;-200;-200;3,2;-200;-200;23,5;52,6;1,5035
14/09/2004;03.00.00;-200;-200;3,9;-200;-200;20,8;62,1;1,5044
14/09/2004;04.00.00;-200;-200;4,6;-200;-200;19,9;65,5;1,5078
14/09/2004;05.00.00;-200;-200;5,0;-200;-200;20,6;62,9;1,5088
14/09/2004;06.00.00;-200;-200;9,6;-200;-200;21,3;59,4;1,4918
14/09/2004;07.00.00;-200;-200;27,8;-200;-200;22,0;58,3;1,5199
14/09/2004;08.00.00;-200;-200;32,1;-200;-200;23,2;55,4;1,5559
14/09/2004;09.00.00;-200;-200;20,9;-200;-200;26,5;50,2;1,7130
14/09/2004;10.00.00;-200;-200;11,8;-200;-200;29,0;45,5;1,7976
14/09/2004;11.00.00;-200;-200;15,8;-200;-200;30,1;42,0;1,7602
14/09/2004;12.00.00;-200;-200;15,8;-200;-200;32,3;35,9;1,7067
14/09/2004;13.00.00;-200;-200;14,0;-200;-200;33,2;33,8;1,6900
14/09/2004;14.00.00;-200;-200;8,2;-200;-200;34,0;33,6;1,7591
14/09/2004;15.00.00;-200;-200;13,7;-200;-200;29,9;45,6;1,8942
14/09/2004;16.00.00;-200;-200;19,5;-200;-200;27,7;53,7;1,9670
14/09/2004;17.00.00;-200;-200;26,7;-200;-200;28,0;52,7;1,9604
14/09/2004;18.00.00;-200;-200;18,7;-200;-200;28,6;48,2;1,8616
14/09/2004;19.00.00;-200;-200;13,9;-200;-200;24,8;61,6;1,9067
14/09/2004;20.00.00;-200;-200;6,7;-200;-200;20,3;77,2;1,8204
14/09/2004;21.00.00;-200;-200;4,2;-200;-200;19,7;82,5;1,8674
14/09/2004;22.00.00;-200;-200;3,6;-200;-200;20,6;78,8;1,8885
14/09/2004;23.00.00;-200;-200;4,4;-200;-200;19,2;87,2;1,9195
15/09/2004;00.00.00;-200;-200;4,2;-200;-200;20,5;81,5;1,9360
15/09/2004;01.00.00;-200;-200;2,6;-200;-200;21,4;74,0;1,8683
15/09/2004;02.00.00;-200;-200;3,1;-200;-200;20,5;78,2;1,8678
15/09/2004;03.00.00;-200;-200;3,0;-200;-200;20,7;77,8;1,8764
15/09/2004;04.00.00;-200;-200;3,4;-200;-200;20,5;78,0;1,8636
15/09/2004;05.00.00;-200;-200;4,0;-200;-200;20,6;76,2;1,8272
15/09/2004;06.00.00;-200;-200;7,8;-200;-200;20,1;77,4;1,8020
15/09/2004;07.00.00;-200;-200;16,1;-200;-200;20,9;73,3;1,7870
15/09/2004;08.00.00;-200;-200;27,6;-200;-200;21,2;72,3;1,8007
15/09/2004;09.00.00;-200;-200;17,8;-200;-200;22,5;68,9;1,8511
15/09/2004;10.00.00;-200;-200;18,5;-200;-200;23,7;64,5;1,8682
15/09/2004;11.00.00;-200;-200;21,6;-200;-200;23,2;68,4;1,9243
15/09/2004;12.00.00;-200;-200;21,0;-200;-200;23,5;69,2;1,9776
15/09/2004;13.00.00;-200;-200;17,2;-200;-200;24,1;65,5;1,9371
15/09/2004;14.00.00;-200;-200;16,1;-200;-200;24,2;65,6;1,9501
15/09/2004;15.00.00;-200;-200;18,6;-200;-200;24,6;63,9;1,9459
15/09/2004;16.00.00;-200;-200;17,2;-200;-200;26,3;56,5;1,9018
15/09/2004;17.00.00;3,3;-200;17,3;341;112;26,9;53,1;1,8557
15/09/2004;18.00.00;6,1;-200;28,6;622;170;26,5;50,8;1,7334
15/09/2004;19.00.00;6,7;-200;31,8;615;173;25,1;55,8;1,7511
15/09/2004;20.00.00;4,4;-200;20,1;443;135;23,9;58,9;1,7276
15/09/2004;21.00.00;1,9;-200;9,2;219;93;23,1;62,8;1,7562
15/09/2004;22.00.00;1,8;-200;10,3;203;74;22,1;67,3;1,7671
15/09/2004;23.00.00;1,5;-200;8,6;165;69;22,1;66,5;1,7441
16/09/2004;00.00.00;1,6;-200;8,6;339;109;21,1;70,1;1,7366
16/09/2004;01.00.00;0,8;-200;4,8;103;55;21,9;67,1;1,7394
16/09/2004;02.00.00;0,5;-200;2,6;74;49;21,7;67,4;1,7262
16/09/2004;03.00.00;0,7;-200;4,3;-200;-200;20,2;73,8;1,7229
16/09/2004;04.00.00;0,6;-200;4,5;72;42;19,1;76,0;1,6668
16/09/2004;05.00.00;0,9;-200;6,6;180;50;19,4;75,4;1,6802
16/09/2004;06.00.00;1,4;-200;10,1;239;53;19,7;74,4;1,6829
16/09/2004;07.00.00;4,2;-200;23,4;664;86;19,9;74,3;1,7083
16/09/2004;08.00.00;4,1;-200;25,0;525;81;20,4;72,8;1,7198
16/09/2004;09.00.00;3,6;-200;21,6;543;96;21,6;67,7;1,7254
16/09/2004;10.00.00;2,5;-200;13,0;390;96;22,9;59,1;1,6330
16/09/2004;11.00.00;1,3;-200;6,8;217;79;18,7;73,1;1,5608
16/09/2004;12.00.00;1,7;-200;10,0;248;95;21,1;58,3;1,4444
16/09/2004;13.00.00;2,1;-200;11,7;333;127;23,3;47,1;1,3281
16/09/2004;14.00.00;1,7;-200;9,8;279;102;22,9;47,9;1,3208
16/09/2004;15.00.00;1,9;-200;10,2;339;107;23,3;46,2;1,3010
16/09/2004;16.00.00;2,3;-200;12,0;315;110;23,7;45,4;1,3150
16/09/2004;17.00.00;3,3;-200;17,7;365;124;23,8;46,1;1,3373
16/09/2004;18.00.00;3,5;-200;18,8;338;113;23,0;49,3;1,3689
16/09/2004;19.00.00;3,6;-200;17,6;318;104;21,9;53,1;1,3787
16/09/2004;20.00.00;2,9;-200;13,8;302;117;21,3;54,8;1,3742
16/09/2004;21.00.00;2;-200;9,4;214;94;21,2;55,2;1,3699
16/09/2004;22.00.00;1,9;-200;9,6;-200;-200;21,4;54,8;1,3813
16/09/2004;23.00.00;1,5;-200;8,5;-200;-200;20,8;57,2;1,3925
17/09/2004;00.00.00;1,1;-200;10,7;363;109;21,3;55,8;1,3974
17/09/2004;01.00.00;0,8;-200;6,1;178;72;21,4;52,1;1,3125
17/09/2004;02.00.00;0,5;-200;3,2;55;40;20,6;56,6;1,3583
